"Siteid","trophic_sta","trophic_asyn","foodweb_sta","rich_Phytoplankton","rich_Zooplankton","shan_Phytoplankton","shan_Zooplankton","simp_Phytoplankton","simp_Zooplankton","ens_simp_Phytoplankton","ens_simp_Zooplankton","ens_shan_Phytoplankton","ens_shan_Zooplankton","TP","Temp","sd_TP","sd_Temp","Popsta_Zooplankton","Comsta_Zooplankton","Popsasyn_Zooplankton","Popsta_Phytoplankton","Comsta_Phytoplankton","Popsasyn_Phytoplankton","microcystis_biomass","total_biomass","prop_biomass","program"
"30005",1.13810454309912,1.38886852926076,1.58067758291906,10.4,14.1333333333333,1.42070419039393,1.40575929024619,0.656760849436267,0.678919342040128,3.34584147896906,3.30238058023956,4.354289168575,4.19979234086873,0.0487333345,19.1383334333333,0.0585130853280253,2.00500993885503,0.878542369443323,1.27707007937958,1.45362377933892,0.563157962878889,0.955733219340938,1.69709616544386,4.44865847722837,86.0477252969319,0.0552355204883456,"Danish"
"31005",1.10232863425326,1.17977693717786,1.30050189988277,8.8125,13.75,1.44828828657532,0.93439226130337,0.650570982859642,0.419071756619118,3.5603422501719,2.09829365916893,4.62938986082692,2.84569602292455,0.1989375054375,19.3458332166667,0.085487990161923,1.6799775650412,0.707573253238459,1.11272491023906,1.57259323348683,0.41635820545298,1.04080526287732,2.49978323771707,0.66655757648,251.64137448272,0.0317119263842487,"Danish"
"45003",0.761233909294555,1.08539522722012,0.826239651946422,10.65,16.15,1.11414625289362,1.44262263586676,0.507346483393939,0.598151436220171,2.83207866017829,3.15497055055135,3.77794944938708,4.76326218143483,0.4458499993,19.4974159216708,0.25014380724167,1.83903572680507,0.440221762081705,0.552439521270572,1.25491188499681,0.472501928171311,0.811793927289472,1.71807537470016,6349.64745657565,7653.43100404145,0.603821020343404,"Danish"
"46007",1.73385486814031,1.41821578688171,2.4589803461583,13.4,16.9,1.25286549822748,1.98671219901289,0.528007000717678,0.815756360211307,2.99083599540577,5.73827232254984,4.18125558256642,7.40857242648645,0.09215000105,13.9111257179148,0.0460048937532452,0.743108348162978,1.07883324599342,1.99931167965704,1.85321659958302,0.666180282265894,1.64349598847346,2.46704388019921,134.816778862258,1905.75289761778,0.0962043253354511,"Danish"
"49001",1.62168023115445,1.28038291286753,2.07637165810522,13.4666666666667,18.3333333333333,1.73496285665181,1.90744521455954,0.708671093274753,0.775074369136768,4.43302879006061,4.97360248585839,6.2278750140032,6.96560571945811,0.458600000733333,19.7132962237963,0.264017801182961,2.22311100070403,0.714901470934831,1.27136567401337,1.77837887555454,0.535332712586886,1.84869796937594,3.45336260218899,1385.14761669305,4252.48451442326,0.312544049342746,"Danish"
"51004",1.87213248650687,1.31520562680367,2.46223918037579,14.3571428571429,19.1428571428571,1.28376433003724,2.1655937712551,0.523612301679706,0.829624718943053,2.96149301386952,6.35450550058102,4.22948930188315,8.86162351275975,0.0444999994142857,19.6975895837868,0.0159939891541022,1.53895141711265,1.10762147872557,2.01607698756588,1.82018589047729,0.965258835234642,1.80324369603827,1.86814523754132,4.66300330641711,732.264454246107,0.00896652849746267,"Danish"
"53017",1.0331885391318,1.01146903717607,1.04503821689699,16.4,14.8,1.43652654061512,1.20535397053632,0.625406920210306,0.608430916185252,3.07047790294868,2.64234117783314,4.5314421789291,3.41952436386427,1.707400014,20.1374998416667,0.384647626713074,1.55934671684439,1.85693802874137,2.48715378535039,1.33938437732151,0.732016142431496,0.964787355329871,1.31798644784689,5440.81346385065,17297.2370358818,0.218318638190767,"Danish"
"55002",1.55690129320824,1.09974947527098,1.71220138025448,13.7333333333333,18.0666666666667,1.57184617252296,2.07116922168312,0.668405531407255,0.824970954950706,3.86702177832502,6.39867016760358,5.42004774537955,8.25606548146393,0.2605333344,19.2643013069259,0.112140770389678,1.17349582731355,0.959704334354147,2.15341739699231,2.24383418924694,0.475970912100948,1.42918874162631,3.00268084727665,843.367505266597,1603.18579445898,0.404321208496781,"Danish"
"Abiskojaure",7.27189632452848,1.04404021656889,7.59215221352726,25.7777777777778,13.4444444444444,0.592508038308411,0.00969646359559069,0.181813097240069,0.0021779883009103,1.22295033977738,1.00218474060087,1.8132303719331,1.00976027383332,0.00343555555555556,7.73166666666667,0.00121667929082895,1.69488590627632,0.614979242240352,1.50027994150498,2.43956192088614,0.9174319132778,7.57127140166646,8.25267934556127,0,1.91212623774649,0,"Swedish"
"Älgsjön",2.94508357558218,1.28682065864123,3.78979438648414,51.75,14.3333333333333,0.824246306084487,0.166458245951702,0.243273194638063,0.0665157218559831,1.3255197497482,1.07440932654465,2.30730093070741,1.18717157785921,0.0222036363636364,15.6463636363636,0.00401067643353904,1.06226430540871,0.979381287207104,1.20555251090415,1.23093275994891,1.59405964876882,4.54526444879167,2.85137664221174,0.155324051689438,1.82192015981928,0.0846157126780821,"Swedish"
"Allgjuttern",9.93300953185763,1.07068448256948,10.6351191709747,38.8076923076923,14.4615384615385,0.597526820019081,0.0146345960390242,0.169421016520276,0.00325552365065185,1.20431001655573,1.00326817357937,1.82008465411426,1.01475964861595,0.00516615384615385,14.4392307692308,0.00113007283631836,1.382281948307,0.678719619902009,2.25355919588621,3.32030949129122,1.11133746555138,10.5335179345201,9.47823524449788,0.0606519056925768,2.53772543424438,0.0232348621597217,"Swedish"
"Brunnsjön",8.6570314155942,1.20899039802792,10.4662678568794,23.5454545454545,14.9545454545455,0.490679467195961,0.0301138316488552,0.15035408424465,0.0073583866828346,1.177228998044,1.00742621628092,1.63497740396046,1.03065452284601,0.0120395454545455,14.4813636363636,0.0023992369367755,0.828810366354466,0.786586535436394,1.98221169368674,2.52001732090039,1.42752979616709,10.1409079166346,7.10381523654555,0.000270754203664234,1.8766482833258,0.000152048250905795,"Swedish"
"Bysjön",3.82102548959176,1.06805789576322,4.08107644407099,39.1428571428571,12.6190476190476,0.518776420174419,0.0138944080798931,0.151378495011482,0.00321308038781861,1.18015296588331,1.00323115559323,1.69150808942992,1.01404365532873,0.0110495238095238,11.69,0.00254345724593608,1.12350789939368,0.704460686196574,1.13077453007828,1.60516342818702,0.954117064792049,3.99862470068851,4.19091623894183,0.0250474831629124,1.81559212731124,0.0134722721898547,"Swedish"
"CR",1.15909877623641,1.52772092942583,1.77077945972823,16.4545454545455,15.6363636363636,1.80502732384075,1.3970180954792,0.725849879522172,0.640159350169652,4.40626375673789,3.08338821033977,6.55096109188748,4.19298645600359,0.0128425925925926,15.0834848484849,0.0018940900613471,0.729197410607282,0.94172816916435,1.5343246389462,1.62926488681728,0.518847653077457,0.829871858682063,1.59945188873809,3.75,446.455,0.0127822702077153,"North_America"
"Fiolen",7.07515755771119,1.37599714545202,9.7353966030339,44.3636363636364,16.4545454545455,0.688925027239644,0.0539154692388801,0.196755281161233,0.0148122615076653,1.24554838163854,1.01512979350043,1.99629903318892,1.0558728813921,0.0119145454545455,14.2240909090909,0.0023058594664003,1.13425309635023,0.567991832111699,1.50528902630537,2.65019484648037,0.968463312607668,9.30756092753558,9.6106489594058,0.192514908045502,2.5587267972925,0.0754481492186092,"Swedish"
"Fräcksjön",6.19920883707907,1.36403217411039,8.45592030780534,48,16.3809523809524,0.772519551084595,0.0569850374010454,0.220055519710581,0.0167205294155288,1.28271383579813,1.01740168363376,2.16975912182079,1.05982503321754,0.0097025,14.3085,0.00176673911635622,1.617936551355,0.512185000390419,0.820530588499438,1.60201994957677,1.27702228975513,10.8300492146971,8.48070491923341,0.0691560813593206,2.7908496561927,0.0241996138084554,"Swedish"
"Fyrsjön",8.72592551070638,1.02998849905067,8.98760291960045,40.1538461538462,14.2307692307692,0.960460804973321,0.024669880168846,0.288478896113374,0.00602339134448141,1.40690590415937,1.00607167316759,2.62361564604025,1.02506037660525,0.00512230769230769,9.34230769230769,0.00103794792616773,0.983125575618851,0.736078922855346,1.69592036404608,2.30399256300857,1.06956608146678,9.35488983666289,8.74643465117535,0.0508132793976101,2.42985943775245,0.0199038689272113,"Swedish"
"Hagasjön",8.0335963388725,1.04102490341861,8.36317385277885,42.8,18.2,1.76381504532522,0.125758878588157,0.551522359635058,0.0403020081980586,2.2405265034442,1.04212954874867,5.87891257022111,1.13439588656455,0.0083,11.912,0.00138724547214976,1.15335163761968,1.34643765714153,3.17889686262266,2.36096847541491,1.2667491993118,8.57712766000406,6.77097539486417,0.0319327974806665,2.52196041268675,0.0133521155586269,"Swedish"
"Lake_Taihu",1.34178151505324,1.20894541115518,1.62214060539645,12.9090909090909,10,0.843827626749984,0.962792133204237,0.43639245989369,0.449940671286477,2.05976299892245,1.97249408968953,2.54880514651084,2.72973747976957,0.307736363636364,29.6990909090909,0.131460505648862,2.68733855159879,0.882117500231318,1.58601469184127,1.79796307342885,0.609549607764368,1.21323593015264,1.99038095455824,4.28459208606897,6.76452644568847,0.704103658365477,"China"
"Långsjön",3.07045122244447,1.39688119027095,4.28905555827714,29.3,20.9,0.409429297072546,0.102866260828768,0.124633335980472,0.0296792583993241,1.14373095502119,1.03087243917849,1.51384225504825,1.10961968739633,0.011316,11.597,0.00256801254300921,1.34965921624683,0.70471783081917,1.75638093914581,2.49231800634898,0.8677574831935,3.67552999559329,4.23566499486319,0.00470966175151545,1.39256870257323,0.00324325588532067,"Swedish"
"Lillsjön",3.40050399646905,2.16943814724749,7.37718308980748,45.4,15.6,1.55079894121539,0.222332443723745,0.49761107739515,0.0833889273530237,2.02182983873571,1.09557608830416,4.86250974986591,1.25737739187919,0.075064,12.866,0.0172162359416918,1.07176489959319,0.745820232107826,1.16065169688158,1.55620838228183,1.31287459915526,4.32094390096039,3.29120839396283,0.817032857000653,2.13630878811185,0.398961830926317,"Swedish"
"ME",1.1896885550847,1.03164511062687,1.22733638102187,26.52,10.12,1.56666070615889,1.35726274011718,0.635774619457399,0.618035958674523,3.67664318375804,3.21379609269995,5.61564894005769,4.22049644048758,0.172306818181818,17.2729010395736,0.0277255727869351,0.938352903359583,0.868303388764052,1.36730010376124,1.57468014228007,0.465657750927888,1.18397596167742,2.5425883265514,6508.07224045454,8995.3595877116,0.698877640830793,"North_America"
"MO",1.49199274567105,1.06784146794647,1.59321172370286,28.6363636363636,11.1818181818182,1.81221267101422,1.61814228055623,0.745968027095904,0.717896560775205,4.52312966564484,4.03932454670464,6.52387216032493,5.28448099015955,0.198575396825397,18.3817668333086,0.0343148241585103,0.862109198782139,0.571794584867082,0.767215742553444,1.3417681154357,0.682186659340565,1.53867360046254,2.25550233120932,7901.25923944079,9684.14529473684,0.791776079590594,"North_America"
"Övre Skärsjön",7.46227391388461,1.13335432002107,8.45740037748163,27.9,14.4333333333333,0.405680762295023,0.0248939394562377,0.118542181163809,0.00623612313795452,1.13468975730632,1.00628890730471,1.50168461398416,1.02528866093711,0.00659333333333333,13.219,0.00138784957282178,1.2176414454408,0.710795491708498,1.66733107099223,2.34572544485976,1.10258974728365,8.95753655647055,8.12408838240918,0,1.96161888405838,0,"Swedish"
"Remmarsjön",8.45441827358952,1.19568793531823,10.108845929865,37.56,15.88,0.594945224358668,0.0411294466913411,0.172754732947058,0.0109395555852939,1.20911215402994,1.01111758356029,1.81487912588017,1.04223323938952,0.00945,11.2348,0.00171630902423388,0.935334699452554,0.662017425826416,1.42426656159571,2.15140343143952,1.19234255519538,11.646666520578,9.76788630903936,0.0410540230832016,2.49673620873582,0.0162427975038262,"Swedish"
"Rotehogstjärnen",1.88279879088608,1.38196283521692,2.60195795519592,33.64,14.6,0.376584099421202,0.106271087008948,0.108318332545481,0.0420235192502614,1.12227462669157,1.04676381190974,1.46274913740834,1.117528326203,0.0131964,14.4236,0.00240116096919803,1.09901425529123,0.613093759051386,0.791841790521783,1.29155089059619,1.17194745936919,4.10271561509469,3.50076753210679,0.00236396686379436,1.4869300401798,0.00103202255705843,"Swedish"
"SP",1.66682950644419,1.33423544644079,2.22394301067124,19.5,18.0833333333333,2.05740358598161,1.81676499519512,0.777067565515393,0.766604576829461,6.02051568442743,4.69171728153416,8.53661456260437,6.42380901650203,0.01865,14.0817251461988,0.00730442534561273,1.11599194153061,0.851940564844545,1.54448803268034,1.81290584861652,0.604140750044571,1.75157899979817,2.8992896103581,19.9461538461538,424.903846153846,0.0449320025990991,"North_America"
"Stora Envättern",8.62235107832764,1.1145629894494,9.61015339394308,45.7368421052632,14.0526315789474,0.84582246199059,0.0450138932420206,0.244096147901277,0.0123817791829051,1.32354895911902,1.01263954668287,2.33432975172249,1.04651254474443,0.00763157894736842,14.8447368421053,0.00146731524734384,1.0613637371119,0.750972073875474,1.20145469093966,1.59986600399056,1.28552976274554,11.6173627326301,9.03702354414467,0.0779321470452186,2.86722735128231,0.0268811485976302,"Swedish"
"Stora Skärsjön",10.3699172471074,1.12962154592265,11.7140819517674,61.7142857142857,20.1428571428571,2.18807559264935,0.0890387120755134,0.639030315548411,0.0247602193059813,2.78097484884723,1.02559458862818,8.95738137132771,1.0940800375562,0.012625,15.2107142857143,0.00513442192087273,1.98167941320066,0.953504270642762,1.62729831020356,1.70665025874147,1.45762056107588,11.5302856348298,7.9103478248957,0.250277995096258,4.75215819402015,0.0515932661747004,"Swedish"
"Västra Solsjön",5.23676087585016,1.14547170819387,5.99856142586292,40.5833333333333,14.5,0.582859327289128,0.0221711154600975,0.165682168310112,0.00562914704699652,1.19960087570522,1.00568588496098,1.79815698456645,1.02252321703273,0.00374041666666667,11.7875,0.00195751501558274,2.42547395637296,0.567501385357674,1.10619009570088,1.94922889043467,1.02857172325132,5.89182865525972,5.72816510708229,0.0624667840464657,2.28945274403942,0.026932592954666,"Swedish"
